G47,G48,G36,G755,G40,G733,G781,G753,G756,G720,G746,G744,G764,G716,G758,G760,G748,G717,G763,G778,G34,G728,G718,G780,G727,G37,G757,G722,G747,G538,G732,G729,G761,G762,G724,G726,G731,G759,G719,G723,G715,G552,G713,G745,G736,G725
6.4546,7.8794,7.775,8.6536,7.5916,8.1003,7.2227,7.4771,6.831,7.2984,6.922,5.8342,8.282,6.6834,8.3406,8.2417,7.9434,6.8727,8.0662,7.6692,7.982,8.0595,6.9091,7.5762,7.2685,8.391,7.9937,6.8795,7.8184,6.9932,5.7655,9.0819,8.1699,7.142,6.9101,7.5311,7.8464,7.5835,6.7838,7.2931,8.0671,7.1767,11.457,7.9754,6.9844,9.9082
6.2923,7.706,7.8544,8.3147,7.3297,7.9561,7.0616,7.3071,6.7535,6.9714,6.7475,5.4452,8.3091,6.4836,8.1551,8.239,7.7135,6.6868,7.9325,7.5377,7.9045,7.9762,6.7268,7.1659,7.2506,8.1977,7.8327,6.641,7.6746,6.9088,5.6712,9.0714,7.9338,6.9953,6.8448,7.4122,7.5233,7.5258,6.8117,7.0433,7.745,7.0378,11.508,7.8092,6.6241,9.6742
6.8101,11.77,11.378,8.4488,10.526,13.641,10.907,11.841,10.241,10.63,10.855,5.6492,12.332,11.788,11.628,12.196,9.0843,9.1608,10.81,10.615,9.2214,10.87,9.1926,11.632,9.7701,12.624,11.881,10.052,9.0965,7.341,6.2907,11.915,12.322,11.84,9.7154,9.7863,10.388,12.46,9.3693,11.084,11.477,8.1604,11.747,9.5679,12.016,10.797
6.8096,12.156,11.151,8.6811,10.541,13.518,10.947,11.786,10.147,10.357,10.918,5.7332,12.189,11.677,11.382,12.168,9.2255,9.4503,10.79,10.437,9.31,11.152,9.4998,11.48,9.6032,12.446,11.682,10.141,9.1533,7.6632,6.5126,11.829,12.381,12.231,10.042,10.244,10.605,11.733,9.1485,11.284,11.401,7.8835,11.747,9.5209,11.861,10.752
6.9166,12.106,11.031,8.6066,10.51,13.407,11.016,11.741,10.055,10.085,10.786,5.8588,12.019,11.449,11.097,12.158,9.1948,9.3825,10.442,10.343,9.1927,10.709,9.5843,11.54,9.3671,12.474,11.289,9.8085,9.2125,7.3951,6.3717,11.652,12.28,11.913,9.6185,9.9169,10.652,11.64,8.9405,11.056,11.349,8.1775,11.528,9.5775,11.641,10.402
6.9611,7.2485,6.9958,8.0311,6.6902,7.11,6.5838,6.4937,6.3926,6.65,6.4643,4.9721,7.2369,6.0336,7.7389,7.6289,7.187,6.5174,7.2479,7.0947,7.6167,7.9787,6.4874,6.9804,6.849,7.9439,7.433,6.2671,7.2095,6.251,5.9024,8.8741,7.1542,6.1087,6.4246,7.5368,7.4467,6.738,6.7709,6.8738,7.0082,7.7068,9.0533,7.1894,5.7773,8.4394
6.8892,7.6521,7.1813,8.0624,7.1812,7.4088,7.1744,6.8968,6.7156,7.0906,6.8341,5.3197,7.6817,6.3566,8.2748,7.839,7.5271,6.2364,7.7248,7.4039,7.8683,8.1911,6.7076,7.4652,7.1789,8.324,7.7661,6.5351,7.5522,6.4486,6.0698,9.3651,7.8045,6.6184,6.8483,7.6471,7.9856,7.1536,6.8711,7.0309,7.4508,8.068,9.1623,7.4596,6.1688,8.7934
7.1121,7.2137,7.0151,8.3827,6.7666,6.993,6.4406,6.5303,6.319,6.5516,6.5516,5.1487,7.2267,6.09,7.7124,7.5032,7.2869,6.5489,7.2761,7.2108,7.454,7.9188,6.5126,7.0527,6.7816,7.9863,7.282,6.1598,7.2315,6.0858,5.7391,8.802,7.1815,6.1313,6.3932,7.3465,7.2046,6.705,6.6564,6.694,7.0283,8.3738,8.8436,6.9086,6.0113,8.8857
6.7325,7.3249,7.0614,7.5181,6.8075,7.0008,6.6568,6.6392,6.3067,6.7744,6.5465,5.1633,7.0881,6.2757,7.5819,7.5006,7.3427,6.6552,7.305,7.3326,7.6712,8.1964,6.7007,7.2091,7.0427,8.2373,7.2904,6.3735,7.2708,6.2033,6.0169,8.9392,7.1599,5.8251,6.5985,7.6356,7.4829,6.6818,6.9214,7.0354,7.409,8.0326,9.0567,7.1343,6.0022,8.674
6.6186,7.7404,7.2328,8.4152,7.3623,7.2822,7.1662,6.694,6.884,7.1609,6.7378,5.6039,7.7546,6.1419,8.3644,8.1365,7.7338,6.6813,7.8902,7.5332,7.9227,8.3876,7.0019,7.5124,7.3971,8.6769,7.9669,6.967,7.7359,6.7151,5.9136,9.4426,7.8729,6.7663,6.9113,7.9838,8.1915,7.1372,7.0661,7.3622,7.8113,8.2323,9.2378,7.4457,5.7805,8.9118
6.9759,7.1905,7.1659,8.0803,6.6871,7.0809,6.5927,6.397,6.4481,6.584,6.6807,5.0527,7.0368,6.0446,7.4651,7.3742,7.2674,6.5983,7.0554,7.1936,7.5169,7.7586,6.528,7.125,6.705,8.0377,7.3225,6.2079,7.0558,6.1166,5.7683,8.7312,7.1054,6.0265,6.4613,7.152,7.238,6.7332,6.6735,6.7887,7.0835,8.291,8.7661,6.9068,5.8507,8.6248
6.5828,7.4156,7.313,8.2662,6.8886,7.354,6.6933,6.8034,6.4297,6.7668,6.7243,5.1277,7.4795,6.2616,7.7679,7.6355,7.5254,6.7197,7.4139,7.2046,7.6856,8.1907,6.689,7.1682,7.0959,8.1251,7.4215,6.3713,7.3866,6.5916,6.0258,9.0316,7.2674,6.27,6.6682,7.5072,7.6053,6.9407,6.8739,6.8863,7.2059,7.9111,9.2757,7.2686,5.9647,8.7964
6.7653,7.4787,7.1207,8.5656,6.7975,7.2171,6.7862,6.6628,6.591,6.7972,6.6613,5.0265,7.5009,6.1053,8.0083,7.9505,7.2858,6.5534,7.5656,7.25,7.7421,8.1697,6.7051,7.0412,7.1698,8.2784,7.5356,6.4955,7.263,6.5918,5.9723,9.0851,7.5395,6.3474,6.6845,7.5637,7.82,6.8727,6.6679,6.7625,7.2165,8.4488,9.0817,7.3187,5.6445,8.9041
7.2993,7.2232,7.0939,8.3201,6.6407,7.0917,6.5702,6.5583,6.4648,6.7717,6.6574,5.1775,7.1156,6.0255,7.4388,7.3762,7.2307,6.6803,7.1527,7.1281,7.5293,7.9797,6.6519,7.1601,6.8185,8.086,7.3081,6.2215,7.0516,6.0825,5.7274,8.7378,7.1642,6.0761,6.588,7.2267,7.1435,6.7075,6.7915,6.9635,7.0818,8.1813,8.8677,6.9119,6.0701,9.0238
6.7489,7.4057,7.2956,8.5407,6.8548,7.341,6.6104,6.5213,6.4824,6.6842,6.4546,5.0343,7.6585,5.9889,7.9041,7.7252,7.1981,6.4817,7.4788,6.9741,7.7898,8.0005,6.4355,6.9839,6.9443,8.1055,7.4786,6.2258,7.2412,6.3687,5.7411,8.9205,7.2402,6.2655,6.4447,7.337,7.4197,6.8198,6.5912,6.6819,6.5377,7.7495,9.2726,7.3703,5.6148,8.9551
7.0965,7.7632,7.2884,7.4961,7.2463,7.4633,7.0796,6.9341,6.762,6.8615,6.8741,5.3231,7.6166,6.2039,8.1805,8.0366,7.5542,6.4955,7.786,7.4086,7.9237,8.3047,6.6903,7.4184,7.3629,8.5546,7.8952,6.5687,7.5818,6.7747,6.1145,9.2873,7.7319,6.6121,6.599,7.7089,7.7769,7.1579,6.8386,6.7154,7.6457,7.9133,9.4192,7.3971,6.0959,9.071
7.1129,7.4143,7.1585,8.1287,6.8444,7.08,6.6102,6.6729,6.4579,6.6154,6.7425,5.1194,7.2743,6.2318,7.7671,7.6018,7.3667,6.6578,7.3424,7.3586,7.7391,7.9305,6.5697,7.1553,6.8577,8.1759,7.3701,6.2994,7.2791,6.1764,5.8936,8.8326,7.2475,6.3092,6.4002,7.257,7.4157,6.8653,6.7073,6.7279,7.3253,7.9544,9.0513,7.0596,6.0873,8.9385
7.1023,7.5896,7.3809,7.8112,6.9862,7.4841,6.8993,6.8332,6.7397,6.6494,6.7946,5.1022,7.4599,6.3501,7.8305,7.6327,7.3727,6.9861,7.3356,7.4391,7.6771,7.5111,6.9088,7.3098,6.7181,8.2728,7.7537,6.3879,7.274,6.5891,6.2306,9.0434,7.243,6.2676,6.2333,6.7116,7.6705,7.0544,6.6597,6.5231,7.3561,8.0271,9.1928,7.476,6.1206,9.024
6.8713,7.6933,7.1391,8.4009,7.0892,7.306,6.9255,6.8772,6.5313,6.9374,6.757,5.2068,7.661,6.2436,8.1087,8.0788,7.4392,6.4889,7.6246,7.2508,7.8298,8.1084,6.7469,7.3111,7.3494,8.4155,7.5826,6.7043,7.4371,6.4981,5.8636,9.0502,7.7403,6.5546,6.7809,7.7758,7.6727,7.0392,6.9655,6.9279,7.2785,7.8551,9.2336,7.4332,5.7105,8.9926
6.9203,7.2195,7.1293,8.3811,6.7351,7.2676,6.4859,6.5075,6.2367,6.7309,6.4924,5.1104,7.4495,6.0635,7.7588,7.7167,7.2961,6.5778,7.4057,7.2048,7.6185,7.9788,6.5359,6.9139,6.8731,7.9137,7.2972,6.2283,7.1788,6.1323,5.8829,8.7062,7.2925,6.2556,6.3698,7.4056,7.1366,6.7201,6.6132,6.6361,7.0502,8.1413,8.9654,7.0597,5.7065,9.3838
7.473,8.2479,8.8448,7.6795,7.5235,8.6773,7.5526,8.0502,7.4429,7.5069,7.2006,6.2379,8.4255,7.8906,8.5276,8.3946,8.1736,7.7351,8.3091,8.2002,8.7769,8.1793,7.5177,7.4987,8.2026,9.1197,8.6416,7.06,7.7377,7.3715,7.1468,9.6539,8.3855,7.032,7.9641,7.4764,8.3557,7.5385,6.8834,7.4069,8.3374,7.7354,9.5469,7.9038,7.2068,9.2565
7.1758,8.1321,8.6514,6.5132,7.389,8.4805,7.7025,7.6108,7.0259,7.2281,7.2913,5.9975,8.0488,7.7435,8.519,8.1168,7.6723,7.4177,8.3124,8.0346,8.7448,8.4089,7.1799,7.3168,8.1335,9.3408,8.4152,6.8353,7.6556,7.1887,7.2515,9.641,8.0635,6.3742,7.5537,7.3844,8.6141,7.5769,6.8132,7.5894,8.0062,7.5334,9.2604,8.1231,7.3034,8.9655
7.1431,7.9876,8.6229,6.9736,7.1674,8.384,7.4535,7.6833,6.8682,7.1131,7.141,5.9667,7.881,7.5147,8.0031,7.6945,7.6702,7.4528,7.7618,7.9153,8.2773,8.3398,6.9823,7.3492,7.7287,8.8966,8.2457,6.7235,7.4755,6.9401,7.2625,9.5407,7.9414,7.0437,7.379,7.3174,8.3417,7.3958,6.7298,7.3395,7.9864,7.7287,9.4029,8.0917,7.2051,9.3024
6.7036,8.0295,7.9678,7.9065,7.6168,8.0362,7.5062,7.4767,7.0072,7.514,7.167,5.7265,8.2394,6.4602,8.4366,8.3146,8.0741,7.1033,7.9689,7.776,8.301,8.7745,7.2082,7.5758,7.7699,9.061,8.2366,6.981,7.9119,7.1824,6.7277,9.664,8.092,7.1975,7.147,8.0152,8.3801,7.6955,7.2866,7.0884,8.0739,7.675,10.238,7.4014,6.6251,9.7268
6.7668,8.1175,7.9049,7.9413,7.6661,7.9823,7.6447,7.5414,7.336,7.5826,7.3508,5.5418,8.2933,6.6601,8.5638,8.3345,7.9248,6.9709,8.0654,7.6877,8.3311,8.497,7.2386,7.6478,7.7415,8.9457,8.4123,6.8306,7.8494,7.255,6.5595,9.7685,8.0172,7.1536,7.2061,8.1009,8.5724,7.6163,7.2348,7.2282,8.145,7.8471,10.149,7.6371,6.2313,9.7499
6.7152,8.1194,7.9854,7.5382,7.8567,8.0329,7.5663,7.7296,7.2862,7.7664,7.2317,5.8251,8.1984,6.5397,8.6253,8.2811,8.3646,7.0301,8.0821,7.4356,8.6127,9.0764,7.4035,7.729,7.9836,8.7754,8.3351,7.2157,8.1268,7.3009,6.2043,9.8081,8.2121,7.1246,7.2111,8.2613,8.5778,7.6564,7.1922,7.2304,8.489,7.8327,10.203,7.888,6.8003,9.6488
6.6883,8.1341,7.9498,7.9415,7.7871,7.9393,7.891,7.7037,7.1165,7.8739,7.0868,5.4094,8.2589,6.7442,8.5603,8.3051,8.189,6.918,8.2172,7.7386,8.4579,8.8379,7.454,7.7051,7.9544,8.8968,8.0813,7.0871,8.0598,7.3735,6.7766,9.6922,8.1553,7.2399,7.4531,8.3579,8.6621,7.69,7.296,7.4309,8.2104,7.907,9.9208,7.7468,6.2676,9.6598
6.9462,8.2042,7.974,8.2104,7.8454,8.1478,7.7203,7.9717,7.3369,7.3204,6.8031,5.462,8.5076,6.7679,8.7005,8.6918,8.2623,7.0289,8.3576,7.7457,8.6245,8.7646,7.3976,7.8332,7.6527,9.0028,8.5519,7.3589,8.0994,7.7594,6.5011,9.8592,8.3625,7.482,7.2887,7.9168,8.6839,7.8406,7.2325,7.4708,8.2135,7.5893,10.296,7.7076,6.7072,9.8453
7.3497,8.1782,8.6572,7.2469,7.1562,8.5243,7.8734,7.772,7.6059,7.2984,7.5878,5.7681,8.2987,7.5437,8.5183,8.4775,8.013,7.7187,8.1613,8.251,8.5496,8.4828,7.4831,7.535,7.805,9.2762,8.3709,7.0812,7.739,7.2263,7.2051,9.7612,8.1712,6.9031,7.3354,7.5087,8.5412,7.7595,7.363,7.5887,8.1254,7.5802,9.5636,7.8848,7.2384,8.9414
7.3217,8.2086,8.9457,7.1539,7.5597,8.5408,7.8098,7.4479,7.3195,7.562,7.4287,5.8795,8.084,7.5789,8.1315,8.0933,8.1359,7.9849,8.0343,8.273,8.6496,8.7035,7.3727,7.5846,8.1295,9.4559,8.3952,7.0149,7.7983,7.0944,7.1603,9.7124,7.9942,6.7928,7.865,8.0166,8.2806,7.3367,7.241,7.7723,8.2836,7.5478,10.011,7.8688,7.55,9.3004
7.2544,8.0575,8.5907,7.3067,7.4917,8.4819,7.5355,7.5346,7.2622,7.2553,7.5117,5.7937,7.9303,7.7726,8.0728,7.9333,7.8924,7.8263,7.6469,8.368,8.5779,8.2227,7.3087,7.6514,7.7304,8.9944,8.2844,7.074,7.6364,6.8398,7.3639,9.7194,7.9096,7.0062,7.4765,7.6074,8.239,7.4915,7.2712,7.6049,8.2838,7.4715,9.6749,8.0298,7.3241,9.0202
7.1562,8.4532,8.8036,7.2474,7.5747,8.7483,7.8678,7.6055,7.7682,7.5011,7.2864,6.0616,8.3802,7.5116,8.5989,8.6857,8.1957,7.9667,8.3692,8.259,8.751,8.7211,7.4204,8.0715,8.0825,9.3681,8.7767,7.0739,8.3583,7.5595,7.2766,10.197,8.4047,7.486,8.0558,7.7322,8.8445,8.2767,7.1906,7.7873,8.1053,7.3131,9.5848,7.6937,7.2416,8.025
7.3108,8.1984,8.8709,6.537,7.3981,8.9163,7.4591,7.8142,7.24,7.5434,7.3354,6.278,7.9944,7.8311,8.3907,7.7526,7.8793,7.7075,7.865,8.1843,8.7486,8.5438,7.0012,7.2646,7.6351,9.0938,8.4529,7.0302,7.8445,7.2962,7.2462,9.7522,8.0396,6.9415,7.709,7.2496,8.1907,7.2934,6.9215,7.3463,8.1419,7.6217,9.5537,8.0074,7.5889,8.1419
7.0933,8.1163,8.8192,6.9866,7.2516,8.4716,7.8515,7.5603,7.3336,7.3085,7.3458,6.0563,7.8298,7.4123,8.3455,7.9862,7.8701,7.2685,7.6697,8.0532,8.8277,8.6497,7.2637,7.3931,7.987,9.2131,8.4142,6.8585,7.8292,7.0503,7.0,9.4324,7.8948,6.6963,7.4096,7.4415,8.2507,7.4343,6.9013,7.1962,7.8955,7.613,9.3379,8.1573,7.2649,7.8767
6.2659,8.6437,8.9649,6.54,7.4983,8.4566,7.459,7.8728,7.5879,7.9635,7.6475,5.8124,7.3766,7.8771,8.3179,7.432,8.1924,8.4508,7.5906,8.2064,8.4283,9.2058,7.976,7.7146,8.6975,9.6016,8.6484,7.5977,7.4203,7.9215,7.6147,10.087,7.5965,6.1067,8.4664,8.1023,8.6382,7.2082,7.6486,8.245,8.1363,7.8259,9.0347,7.8762,7.1411,8.6971
7.5599,8.3988,9.2141,7.4588,7.4956,8.4722,7.7534,7.6401,7.6062,7.6619,7.594,6.1003,7.952,7.9185,8.4784,8.1146,8.2453,8.268,8.0539,8.645,9.0638,8.8752,7.5324,7.5865,8.3334,9.6547,8.5336,7.192,7.8349,7.262,7.5389,9.5327,8.3392,6.7767,8.0398,8.0199,8.3591,7.6278,7.4172,7.9571,8.3439,8.0341,9.3124,8.0506,7.8328,8.2698
7.7819,8.4002,9.0761,7.5983,7.6028,8.4395,7.7884,7.7824,7.6523,7.6856,7.6748,6.0357,8.1606,7.9076,8.6949,8.2741,8.2839,7.8772,8.2958,8.7483,8.9906,8.6571,7.4724,7.4581,8.0874,9.6651,8.5499,7.203,8.0054,7.4637,7.5371,9.7952,8.5111,7.1562,7.7935,7.77,8.3064,7.7239,7.3653,7.7065,8.627,7.9704,9.4054,7.9858,7.5166,8.0539
6.8671,8.301,8.1352,7.9611,7.9107,8.1995,7.7767,7.5892,7.2633,7.7549,7.4536,5.6722,8.2355,7.0037,8.6705,8.4564,8.1507,6.9332,8.0617,8.0459,8.5394,8.7463,7.4588,7.8036,7.9684,8.8795,8.4352,7.0469,8.0138,7.5555,6.2596,9.7507,8.2651,7.1265,7.3496,8.2377,8.3281,7.7142,7.2972,7.1742,8.269,7.7339,11.318,7.69,6.8683,9.5617
6.7165,7.9582,7.7713,7.9415,7.1335,8.2211,7.3203,7.3221,7.1195,7.1725,6.9942,5.0377,8.0605,6.3672,8.4386,8.247,7.9145,6.9544,7.718,7.7136,7.9397,8.2927,7.0049,7.393,7.68,8.4542,8.1364,6.6687,7.5816,7.3621,6.3984,9.5144,7.7837,6.6937,7.0343,7.7246,8.0587,7.5507,6.9566,6.9985,7.7373,7.2451,11.245,7.44,6.2826,9.7139
6.7137,7.9232,7.8737,7.5573,7.4434,7.9413,7.5129,7.2152,7.051,7.1299,7.2522,5.4675,8.1588,6.3682,8.1587,8.1616,7.9571,7.0096,7.9241,7.7952,8.3682,8.3387,7.2552,7.6568,7.6695,8.8139,8.0489,6.9318,8.006,7.4164,6.0919,9.7393,7.9828,6.9966,7.0785,8.0168,8.2908,7.588,7.3648,7.1304,7.9985,7.5601,11.39,7.2585,6.7416,9.5192
7.3226,8.1446,8.8252,7.0274,7.2383,8.5834,7.6693,8.0206,7.2747,7.329,7.5549,5.8074,8.097,7.693,8.3287,8.0521,7.6758,7.7577,8.3439,8.2336,8.6367,8.3197,7.4021,7.408,7.7148,9.1054,8.4066,7.0239,7.5718,7.2574,7.2746,9.8299,8.1016,6.784,7.5244,7.3189,8.7307,7.5158,6.9775,7.4549,8.4028,7.5531,9.6312,8.2815,7.2355,8.0075
7.4141,8.2022,8.8487,7.0048,7.5384,8.6663,7.8471,7.775,7.4956,7.2542,7.4993,5.8578,8.1443,7.7624,8.385,8.1983,8.1564,7.888,7.9399,8.2495,8.7467,8.7986,7.3098,7.7386,8.0757,9.4435,8.6465,7.1344,8.1838,7.2341,7.147,9.8294,8.0905,6.8553,7.912,8.022,8.5303,7.7975,7.3043,7.6973,8.2112,7.4428,10.069,8.0362,7.4576,8.45
7.4803,8.2519,9.1518,6.3788,7.4626,8.7793,7.81,7.9762,7.7155,7.4215,7.6753,5.9116,7.9846,7.8054,8.4055,8.145,7.9903,7.5485,8.0724,8.3847,8.7227,8.6416,7.2223,7.5993,7.877,9.3858,8.3917,7.0362,7.8706,7.1388,7.4215,9.8113,8.3022,6.9514,7.3862,7.7011,8.5158,7.6363,6.8925,7.436,8.3067,7.4743,10.012,8.148,7.5832,8.1485
6.9504,7.9011,8.3809,7.1876,7.4424,8.4985,7.3613,7.4095,7.3301,7.1108,7.1968,5.5209,7.7162,6.8255,8.2456,8.2071,7.9931,7.5745,7.911,7.9205,8.1586,8.4942,7.334,7.5341,7.3072,8.9601,8.3627,6.8981,7.8803,7.2963,6.864,9.5658,7.9508,6.562,7.2565,7.8266,8.3414,7.5808,7.2164,7.2784,8.1612,7.0668,10.128,7.4747,7.0243,8.4634
6.8636,7.9837,8.0949,7.1028,7.3245,8.1562,6.9205,7.3319,7.1181,7.4026,7.3256,5.1928,7.6713,6.8975,7.8977,8.093,7.7538,7.4747,7.6842,7.868,7.8493,8.2996,7.4043,7.5771,7.2998,8.8802,7.9204,6.7111,7.5716,7.2249,7.3318,9.8494,7.9243,6.6582,7.0456,7.32,8.6334,7.345,7.1584,7.2616,8.1886,6.8021,9.894,7.736,6.8739,7.9759
7.1783,8.1307,8.3781,6.806,7.4526,8.2523,7.2696,7.4662,7.6025,7.2768,7.3415,5.438,8.016,7.0652,8.5976,8.4861,7.9932,7.6874,8.1022,8.1644,8.2157,8.3677,7.5626,7.815,7.7154,8.9545,8.5699,6.8553,7.7673,7.3515,7.0342,9.8132,7.9899,6.8219,7.3921,7.8672,8.4839,7.5933,7.2017,7.3408,8.0847,7.4627,9.9559,8.0346,6.8362,8.2697
7.9235,8.4174,9.0205,7.8633,7.4395,8.4682,7.8826,7.6226,7.7558,7.6564,7.7176,6.0978,8.4281,8.1433,8.5955,8.4723,8.668,8.066,8.5582,8.7067,9.2351,8.3702,8.0291,7.6902,7.9915,9.5795,8.4317,7.0942,8.2001,7.5426,7.3618,9.9931,8.3778,7.4264,7.6655,7.6986,8.6245,7.8395,7.7245,7.9893,8.4514,7.9671,9.5939,8.1361,7.5781,8.1417
7.8444,8.5496,9.1748,6.5735,7.8389,8.582,8.0402,7.4698,7.936,8.0526,8.0071,6.0313,7.9888,8.1977,8.6711,8.4582,8.4799,8.1553,8.1046,8.9069,9.0993,8.3841,7.8322,7.9147,7.8651,9.7611,8.5111,7.2699,8.2588,7.1698,7.5199,9.779,8.3762,7.0511,7.6621,7.9263,8.5128,7.9834,7.7378,7.9848,8.3883,8.175,9.4141,8.3529,7.7861,8.2143
7.5843,8.2877,9.0784,7.8167,7.8408,8.3066,7.7669,7.2764,7.7604,7.6361,7.7969,5.9583,7.9979,7.9457,8.4024,8.2545,8.5258,8.3913,8.048,8.5715,8.8748,8.5145,7.9532,7.6636,7.7889,9.6081,8.3478,7.367,8.1081,7.2865,7.22,9.6426,8.1973,7.2406,7.6711,7.8383,8.3242,7.6912,7.5233,7.7706,8.2437,7.9041,9.3113,8.0147,7.6598,8.7285
7.2893,8.2736,8.819,7.6038,7.1644,8.5659,7.4277,7.7335,7.3524,7.8032,7.3172,6.0811,8.5087,7.5672,8.4484,8.5582,8.2363,8.0815,8.3329,8.215,8.8299,9.1311,7.9046,7.493,8.6701,9.1386,9.0464,7.454,7.985,7.6283,6.7927,10.228,8.1953,6.9912,8.3627,7.958,8.7667,7.9594,7.3224,7.8592,7.8631,7.7914,10.379,7.7298,7.0666,8.8398
7.809,8.3377,8.9083,7.2952,7.5393,8.731,7.5306,7.951,7.3303,7.6949,7.4092,6.1539,8.3141,7.6566,8.595,8.3897,8.4283,7.9632,8.2649,8.3178,8.8012,8.9606,7.8,7.6707,8.4426,9.3848,8.5285,7.3015,7.9456,7.5037,6.8191,10.031,8.1543,6.7909,8.05,8.0342,8.0641,7.7582,7.557,7.861,8.0847,7.9242,10.415,7.7118,7.178,8.5781
6.4925,8.3988,9.0677,7.3785,7.506,8.7928,7.5022,7.7139,7.1109,8.0542,7.1859,6.2956,8.6271,7.6481,8.2966,8.7149,8.7446,8.0211,8.1097,8.3285,9.153,9.0697,8.0706,7.9591,8.6793,8.9949,8.8033,7.5559,8.1552,7.0132,6.0644,10.136,8.5057,6.9739,8.2897,8.1009,8.3337,7.496,7.7563,8.2084,8.042,7.789,10.484,7.2908,7.1803,8.9133
6.6139,7.6061,7.4052,7.3342,7.0155,7.3468,6.9103,6.774,6.5577,6.8541,6.5062,5.204,7.05,6.1484,7.9658,7.5705,7.3644,6.5735,7.3641,7.3258,7.8828,7.9701,6.7145,7.3873,7.0683,8.2805,7.5766,6.5086,7.4547,6.298,5.8358,8.4638,7.325,6.0143,6.7566,7.6681,7.5583,6.8551,6.8358,7.1348,7.5182,7.9498,9.2951,7.2524,6.1052,9.3158
6.616,7.3859,7.3621,8.1727,7.0429,7.4416,6.8194,6.6931,6.5884,6.8347,6.5554,5.4406,7.8232,5.9893,7.9629,7.9029,7.5539,6.5526,7.576,7.3252,7.7025,8.2868,6.6232,7.1593,7.1453,8.2294,7.6123,6.5716,7.5195,6.6147,6.0005,9.2045,7.5775,6.6333,6.6248,7.7695,7.5963,6.8939,6.8768,6.7879,7.3296,7.885,9.2765,7.4247,5.7542,9.1354
6.9821,7.3346,7.2555,8.0951,6.9232,7.254,6.6377,6.4359,6.3926,6.7255,6.666,5.1693,7.2762,6.276,7.6229,7.6151,7.4015,6.7218,7.3421,7.2857,7.7043,8.0602,6.6353,7.1274,6.9183,8.3142,7.3978,6.3969,7.3579,6.2418,6.0299,8.7746,7.2439,6.3224,6.6191,7.4257,7.3381,6.6858,6.8114,6.8759,7.1878,7.6774,9.0213,7.1774,6.0032,9.1951
6.8354,8.4889,7.8598,8.0814,7.8858,9.8844,7.9372,8.0976,7.7037,8.3875,7.3583,5.4548,8.7727,7.0185,8.849,8.9138,8.1822,7.6517,8.9887,7.8848,8.3986,9.0078,7.6741,8.3609,8.1733,9.1269,8.9338,7.6081,7.9267,7.389,6.844,9.8941,9.216,8.5799,7.4828,8.4463,8.9067,8.18,7.2063,8.6743,8.3068,7.2415,10.479,8.5739,7.4035,9.7461
6.5483,8.4108,7.907,7.9632,7.5484,9.3956,7.854,7.5676,7.4768,7.8797,7.2855,5.7832,8.3479,6.8883,8.2281,8.1045,8.2356,7.6861,8.6607,7.9955,8.3488,8.8056,7.6039,7.7762,7.6368,8.8052,8.4282,7.4916,8.0271,7.6303,6.3859,9.8689,8.7108,8.1014,7.3639,8.3737,8.5392,7.5893,7.9739,8.4659,7.5019,7.5072,10.425,8.0351,7.4672,9.5673
6.7918,8.3747,8.0157,8.1939,7.683,9.5166,7.7591,7.477,7.4379,8.0858,7.3546,5.7064,8.4251,7.1582,8.5235,9.0671,8.0646,7.9143,8.5975,8.1499,8.1827,8.9414,7.7464,8.0138,7.7948,8.9547,8.6478,7.6025,7.9309,7.1361,5.8679,9.9751,9.1154,8.8432,7.6033,8.3496,8.4128,8.3427,7.6987,8.416,7.9171,7.2268,10.62,8.1941,7.7736,9.859
6.8274,7.5778,7.3138,8.2,7.0102,7.4872,6.8937,6.7338,6.6047,6.7595,6.6,5.3767,7.6822,6.0348,7.9386,7.9873,7.3561,6.5865,7.4468,7.4987,7.7123,7.8964,6.5388,7.2124,6.8994,8.27,7.5804,6.4819,7.2343,6.4919,6.1482,8.9991,7.6451,6.3639,6.4715,7.3594,7.4753,6.9391,6.6432,6.7799,7.3078,7.8663,9.1344,7.6911,5.8292,9.2365
6.7643,7.5259,7.4029,8.6315,7.1363,7.5188,6.8743,6.7638,6.5951,6.9208,6.5531,5.3036,7.8848,6.0125,8.0528,7.8038,7.3878,6.599,7.5964,7.2059,7.7584,8.1924,6.6575,7.1132,7.2369,8.3031,7.5812,6.75,7.4547,6.6788,6.1123,9.165,7.5476,6.5976,6.635,7.8121,7.5985,6.9693,6.9183,6.949,7.2139,7.7466,9.2644,7.4981,5.719,9.0809
7.0836,7.2891,7.1008,8.3257,6.9572,7.3392,6.6929,6.8075,6.6413,6.6806,6.6828,5.1265,7.3937,6.1474,7.8581,7.8814,7.4063,6.6593,7.3739,7.1697,7.7069,7.9989,6.5852,7.1454,6.8511,8.1024,7.5709,6.4431,7.3598,6.3809,6.0764,8.9743,7.2884,6.2455,6.4817,7.4291,7.4248,6.9118,6.728,6.8733,7.1555,8.3288,9.1897,7.2242,5.9526,9.1881
